,susceptible,infected,removed,vaccinated,population
22.02.2022,69437105.0,1086697.0,12676198.0,58984954.0,83200000.0
23.02.2022,69228053.0,1063436.0,12908511.0,59021730.0,83200000.0
24.02.2022,69011731.0,1051873.0,13136396.0,59060368.0,83200000.0
25.02.2022,68800988.0,1047326.0,13351686.0,59094797.0,83200000.0
26.02.2022,68625155.0,1042222.0,13532623.0,59113460.0,83200000.0
27.02.2022,68517242.0,1031374.0,13651384.0,59118599.0,83200000.0
28.02.2022,68454893.0,1029620.0,13715487.0,59137230.0,83200000.0
01.03.2022,68332782.0,1008683.0,13858535.0,59162095.0,83200000.0
02.03.2022,68146376.0,974520.0,14079104.0,59186707.0,83200000.0
03.03.2022,67935703.0,976356.0,14287941.0,59217006.0,83200000.0
04.03.2022,67718110.0,994873.0,14487017.0,59242605.0,83200000.0
05.03.2022,67525900.0,1015181.0,14658919.0,59254501.0,83200000.0
06.03.2022,67409011.0,1023719.0,14767270.0,59258842.0,83200000.0
07.03.2022,67330583.0,1047071.0,14822346.0,59273149.0,83200000.0
08.03.2022,67173784.0,1075716.0,14950500.0,59294321.0,83200000.0
09.03.2022,66957930.0,1096839.0,15145231.0,59313859.0,83200000.0
10.03.2022,66695178.0,1154620.0,15350202.0,59335127.0,83200000.0
11.03.2022,66442342.0,1196622.0,15561036.0,59356214.0,83200000.0
12.03.2022,66205256.0,1243970.0,15750774.0,59365495.0,83200000.0
13.03.2022,66058649.0,1269628.0,15871723.0,59368516.0,83200000.0
14.03.2022,65966271.0,1283100.0,15950629.0,59378189.0,83200000.0
15.03.2022,65767383.0,1318326.0,16114291.0,59394373.0,83200000.0
16.03.2022,65504790.0,1336354.0,16358856.0,59408569.0,83200000.0
17.03.2022,65209859.0,1373214.0,16616927.0,59423495.0,83200000.0
18.03.2022,64912014.0,1418896.0,16869090.0,59437349.0,83200000.0
19.03.2022,64651775.0,1442720.0,17105505.0,59444083.0,83200000.0
20.03.2022,64519983.0,1420878.0,17259139.0,59447244.0,83200000.0
21.03.2022,64427669.0,1425414.0,17346917.0,59456231.0,83200000.0
22.03.2022,64205589.0,1441383.0,17553028.0,59470453.0,83200000.0
23.03.2022,63921857.0,1442116.0,17836027.0,59484126.0,83200000.0
24.03.2022,63603470.0,1456888.0,18139642.0,59497852.0,83200000.0
25.03.2022,63306972.0,1460560.0,18432468.0,59511538.0,83200000.0
26.03.2022,63054946.0,1462161.0,18682893.0,59518614.0,83200000.0
27.03.2022,62943722.0,1433456.0,18822822.0,59521433.0,83200000.0
28.03.2022,62876221.0,1414160.0,18909619.0,59530022.0,83200000.0
29.03.2022,62638869.0,1416364.0,19144767.0,59541484.0,83200000.0
30.03.2022,62370392.0,1382845.0,19446763.0,59552705.0,83200000.0
31.03.2022,62095491.0,1351313.0,19753196.0,59565405.0,83200000.0
01.04.2022,61842961.0,1319198.0,20037841.0,59574753.0,83200000.0
02.04.2022,61646505.0,1273538.0,20279957.0,59579026.0,83200000.0
03.04.2022,61572452.0,1212354.0,20415194.0,59580560.0,83200000.0
04.04.2022,61531323.0,1184629.0,20484048.0,59585566.0,83200000.0
05.04.2022,61350926.0,1159210.0,20689864.0,59594128.0,83200000.0
06.04.2022,61135941.0,1099457.0,20964602.0,59606173.0,83200000.0
07.04.2022,60934212.0,1040481.0,21225307.0,59615114.0,83200000.0
08.04.2022,60758949.0,982220.0,21458831.0,59623432.0,83200000.0
09.04.2022,60608274.0,949500.0,21642226.0,59627259.0,83200000.0
10.04.2022,60552803.0,912992.0,21734205.0,59628513.0,83200000.0
11.04.2022,60522014.0,898086.0,21779900.0,59632745.0,83200000.0
